dteday,yr,hr,cnt
2012-01-08,1,2,67
2012-01-08,1,3,32
2012-01-08,1,4,6
2012-01-08,1,5,2
2012-01-08,1,6,2
2012-01-08,1,7,24
2012-01-08,1,8,57
2012-01-08,1,9,125
2012-01-08,1,10,208
2012-01-08,1,11,256
2012-01-08,1,12,351
2012-01-08,1,13,343
2012-01-08,1,14,328
2012-01-08,1,15,330
2012-01-08,1,16,314
2012-01-08,1,17,219
2012-01-08,1,18,181
2012-01-08,1,19,112
2012-01-08,1,20,126
2012-01-08,1,21,91
2012-01-08,1,22,58
2012-01-08,1,23,30
2012-01-09,1,0,15
2012-01-09,1,1,5
2012-01-09,1,2,5
2012-01-09,1,3,3
2012-01-09,1,4,4
2012-01-09,1,5,21
2012-01-09,1,6,88
2012-01-09,1,7,240
2012-01-09,1,8,420
2012-01-09,1,9,197
2012-01-09,1,10,108
2012-01-09,1,11,88
2012-01-09,1,12,103
2012-01-09,1,13,80
2012-01-09,1,14,50
2012-01-09,1,15,69
2012-01-09,1,16,49
2012-01-09,1,17,152
2012-01-09,1,18,164
2012-01-09,1,19,190
2012-01-09,1,20,132
2012-01-09,1,21,79
2012-01-09,1,22,62
2012-01-09,1,23,52
2012-01-10,1,0,14
2012-01-10,1,1,5
2012-01-10,1,2,4
2012-01-10,1,4,4
2012-01-10,1,5,23
2012-01-10,1,6,79
2012-01-10,1,7,222
2012-01-10,1,8,471
2012-01-10,1,9,195
2012-01-10,1,10,83
2012-01-10,1,11,101
2012-01-10,1,12,140
2012-01-10,1,13,178
2012-01-10,1,14,106
2012-01-10,1,15,136
2012-01-10,1,16,240
2012-01-10,1,17,460
2012-01-10,1,18,385
2012-01-10,1,19,281
2012-01-10,1,20,200
2012-01-10,1,21,116
2012-01-10,1,22,114
2012-01-10,1,23,41
2012-01-11,1,0,28
2012-01-11,1,1,7
2012-01-11,1,2,5
2012-01-11,1,3,4
2012-01-11,1,4,2
2012-01-11,1,5,22
2012-01-11,1,6,74
2012-01-11,1,7,256
2012-01-11,1,8,499
2012-01-11,1,9,225
2012-01-11,1,10,97
2012-01-11,1,11,99
2012-01-11,1,12,55
2012-01-11,1,13,65
2012-01-11,1,14,73
2012-01-11,1,15,79
2012-01-11,1,16,118
2012-01-11,1,17,134
2012-01-11,1,18,98
2012-01-11,1,19,93
2012-01-11,1,20,57
2012-01-11,1,21,29
2012-01-11,1,22,49
2012-01-11,1,23,9
2012-01-12,1,0,3
2012-01-12,1,1,3
2012-01-12,1,2,2
2012-01-12,1,3,3
2012-01-12,1,4,2
2012-01-12,1,5,16
2012-01-12,1,6,89
2012-01-12,1,7,220
2012-01-12,1,8,508
2012-01-12,1,9,230
2012-01-12,1,10,90
2012-01-12,1,11,119
2012-01-12,1,12,144
2012-01-12,1,13,183
2012-01-12,1,14,156
2012-01-12,1,15,188
2012-01-12,1,16,281
2012-01-12,1,17,495
2012-01-12,1,18,421
2012-01-12,1,19,330
2012-01-12,1,20,240
2012-01-12,1,21,174
2012-01-12,1,22,133
2012-01-12,1,23,67
2012-01-13,1,0,42
2012-01-13,1,1,12
2012-01-13,1,2,14
2012-01-13,1,3,7
2012-01-13,1,4,3
2012-01-13,1,5,21
2012-01-13,1,6,73
2012-01-13,1,7,177
2012-01-13,1,8,419
2012-01-13,1,9,214
2012-01-13,1,10,103
2012-01-13,1,11,114
2012-01-13,1,12,154
2012-01-13,1,13,154
2012-01-13,1,14,129
2012-01-13,1,15,138
2012-01-13,1,16,233
2012-01-13,1,17,332
2012-01-13,1,18,301
2012-01-13,1,19,206
2012-01-13,1,20,136
2012-01-13,1,21,102
2012-01-13,1,22,65
2012-01-13,1,23,65
2012-01-14,1,0,44
2012-01-14,1,1,50
2012-01-14,1,2,38
2012-01-14,1,3,20
2012-01-14,1,4,3
2012-01-14,1,5,4
2012-01-14,1,6,5
2012-01-14,1,7,24
2012-01-14,1,8,92
2012-01-14,1,9,81
2012-01-14,1,10,149
2012-01-14,1,11,178
2012-01-14,1,12,219
2012-01-14,1,13,220
2012-01-14,1,14,231
2012-01-14,1,15,226
2012-01-14,1,16,206
2012-01-14,1,17,144
2012-01-14,1,18,143
2012-01-14,1,19,102
2012-01-14,1,20,103
2012-01-14,1,21,69
2012-01-14,1,22,66
2012-01-14,1,23,76
2012-01-15,1,0,59
2012-01-15,1,1,42
2012-01-15,1,2,43
2012-01-15,1,3,25
2012-01-15,1,4,6
2012-01-15,1,5,5
2012-01-15,1,6,8
2012-01-15,1,7,17
2012-01-15,1,8,36
2012-01-15,1,9,90
2012-01-15,1,10,126
2012-01-15,1,11,165
2012-01-15,1,12,234
2012-01-15,1,13,224
2012-01-15,1,14,188
2012-01-15,1,15,206
2012-01-15,1,16,205
2012-01-15,1,17,146
2012-01-15,1,18,120
2012-01-15,1,19,110
2012-01-15,1,20,95
2012-01-15,1,21,72
2012-01-15,1,22,60
2012-01-15,1,23,29
2012-01-16,1,0,25
2012-01-16,1,1,20
2012-01-16,1,2,17
2012-01-16,1,3,3
2012-01-16,1,4,8
2012-01-16,1,5,6
2012-01-16,1,6,13
2012-01-16,1,7,33
2012-01-16,1,8,78
2012-01-16,1,9,96
2012-01-16,1,10,126
2012-01-16,1,11,179
2012-01-16,1,12,185
2012-01-16,1,13,228
2012-01-16,1,14,181
2012-01-16,1,15,192
2012-01-16,1,16,180
2012-01-16,1,17,193
2012-01-16,1,18,181
2012-01-16,1,19,144
2012-01-16,1,20,90
2012-01-16,1,21,49
2012-01-16,1,22,43
2012-01-16,1,23,28
2012-01-17,1,0,12
2012-01-17,1,1,2
2012-01-17,1,2,12
2012-01-17,1,4,2
2012-01-17,1,5,13
2012-01-17,1,6,57
2012-01-17,1,7,126
2012-01-17,1,8,93
2012-01-17,1,9,68
2012-01-17,1,10,62
2012-01-17,1,11,75
2012-01-17,1,12,86
2012-01-17,1,13,103
2012-01-17,1,14,132
2012-01-17,1,15,129
2012-01-17,1,16,219
2012-01-17,1,17,462
2012-01-17,1,18,463
2012-01-17,1,19,308
2012-01-17,1,20,180
2012-01-17,1,21,180
2012-01-17,1,22,90
2012-01-17,1,23,61
2012-01-18,1,0,17
2012-01-18,1,1,10
2012-01-18,1,2,2
2012-01-18,1,3,4
2012-01-18,1,4,1
2012-01-18,1,5,29
2012-01-18,1,6,88
2012-01-18,1,7,263
2012-01-18,1,8,489
2012-01-18,1,9,202
2012-01-18,1,10,93
2012-01-18,1,11,114
2012-01-18,1,12,161
2012-01-18,1,13,130
2012-01-18,1,14,105
2012-01-18,1,15,130
2012-01-18,1,16,176
2012-01-18,1,17,346
2012-01-18,1,18,355
2012-01-18,1,19,256
2012-01-18,1,20,165
2012-01-18,1,21,124
2012-01-18,1,22,78
2012-01-18,1,23,38
2012-01-19,1,0,16
2012-01-19,1,1,5
2012-01-19,1,2,3
2012-01-19,1,3,4
2012-01-19,1,4,1
2012-01-19,1,5,19
2012-01-19,1,6,86
2012-01-19,1,7,206
2012-01-19,1,8,423
2012-01-19,1,9,210
2012-01-19,1,10,108
2012-01-19,1,11,99
2012-01-19,1,12,111
2012-01-19,1,13,124
2012-01-19,1,14,119
2012-01-19,1,15,127
2012-01-19,1,16,193
2012-01-19,1,17,385
2012-01-19,1,18,361
2012-01-19,1,19,234
2012-01-19,1,20,191
2012-01-19,1,21,121
2012-01-19,1,22,90
2012-01-19,1,23,56
2012-01-20,1,0,27
2012-01-20,1,1,15
2012-01-20,1,2,11
2012-01-20,1,3,4
2012-01-20,1,4,3
2012-01-20,1,5,19
2012-01-20,1,6,68
2012-01-20,1,7,185
2012-01-20,1,8,425
2012-01-20,1,9,263
2012-01-20,1,10,97
2012-01-20,1,11,123
2012-01-20,1,12,124
2012-01-20,1,13,156
2012-01-20,1,14,115
2012-01-20,1,15,156
2012-01-20,1,16,174
2012-01-20,1,17,349
2012-01-20,1,18,301
2012-01-20,1,19,192
2012-01-20,1,20,142
2012-01-20,1,21,104
2012-01-20,1,22,72
2012-01-20,1,23,38
2012-01-21,1,0,24
2012-01-21,1,1,23
2012-01-21,1,2,26
2012-01-21,1,3,13
2012-01-21,1,4,1
2012-01-21,1,5,2
2012-01-21,1,6,1
2012-01-21,1,7,13
2012-01-21,1,8,25
2012-01-21,1,9,42
2012-01-21,1,10,45
2012-01-21,1,11,63
2012-01-21,1,12,67
2012-01-21,1,13,76
2012-01-21,1,14,95
2012-01-21,1,15,119
2012-01-21,1,16,118
2012-01-21,1,17,106
2012-01-21,1,18,110
2012-01-21,1,19,85
2012-01-21,1,20,67
2012-01-21,1,21,69
2012-01-21,1,22,59
2012-01-21,1,23,52
2012-01-22,1,0,52
2012-01-22,1,1,50
2012-01-22,1,2,47
2012-01-22,1,3,21
2012-01-22,1,4,2
2012-01-22,1,5,3
2012-01-22,1,6,4
2012-01-22,1,7,13
2012-01-22,1,8,32
2012-01-22,1,9,63
2012-01-22,1,10,129
2012-01-22,1,11,133
2012-01-22,1,12,185
2012-01-22,1,13,199
2012-01-22,1,14,182
2012-01-22,1,15,176
2012-01-22,1,16,155
2012-01-22,1,17,108
2012-01-22,1,18,121
2012-01-22,1,19,89
2012-01-22,1,20,74
2012-01-22,1,21,44
2012-01-22,1,22,58
2012-01-22,1,23,37
2012-01-23,1,0,19
2012-01-23,1,1,4
2012-01-23,1,2,2
2012-01-23,1,3,1
2012-01-23,1,4,1
2012-01-23,1,5,19
2012-01-23,1,6,42
2012-01-23,1,7,122
2012-01-23,1,8,272
2012-01-23,1,9,211
2012-01-23,1,10,149
2012-01-23,1,11,62
2012-01-23,1,12,62
2012-01-23,1,13,37
2012-01-23,1,14,61
2012-01-23,1,15,74
2012-01-23,1,16,122
2012-01-23,1,17,276
2012-01-23,1,18,282
2012-01-23,1,19,220
2012-01-23,1,20,169
2012-01-23,1,21,120
2012-01-23,1,22,68
2012-01-23,1,23,37
2012-01-24,1,0,25
2012-01-24,1,1,9
2012-01-24,1,2,8
2012-01-24,1,3,3
2012-01-24,1,4,2
2012-01-24,1,5,26
2012-01-24,1,6,89
2012-01-24,1,7,232
2012-01-24,1,8,490
2012-01-24,1,9,255
2012-01-24,1,10,116
2012-01-24,1,11,153
2012-01-24,1,12,175
2012-01-24,1,13,203
2012-01-24,1,14,173
2012-01-24,1,15,208
2012-01-24,1,16,278
2012-01-24,1,17,515
2012-01-24,1,18,423
2012-01-24,1,19,331
2012-01-24,1,20,229
2012-01-24,1,21,172
2012-01-24,1,22,125
2012-01-24,1,23,99
2012-01-25,1,0,31
2012-01-25,1,1,13
2012-01-25,1,2,6
2012-01-25,1,3,1
2012-01-25,1,4,4
2012-01-25,1,5,33
2012-01-25,1,6,88
2012-01-25,1,7,257
2012-01-25,1,8,513
2012-01-25,1,9,236
2012-01-25,1,10,141
2012-01-25,1,11,157
2012-01-25,1,12,193
2012-01-25,1,13,212
2012-01-25,1,14,160
2012-01-25,1,15,155
2012-01-25,1,16,246
2012-01-25,1,17,470
2012-01-25,1,18,439
2012-01-25,1,19,316
2012-01-25,1,20,235
2012-01-25,1,21,185
2012-01-25,1,22,113
2012-01-25,1,23,66
2012-01-26,1,0,25
2012-01-26,1,1,21
2012-01-26,1,2,7
2012-01-26,1,3,6
2012-01-26,1,4,3
2012-01-26,1,5,28
2012-01-26,1,6,88
2012-01-26,1,7,239
2012-01-26,1,8,530
2012-01-26,1,9,274
2012-01-26,1,10,108
2012-01-26,1,11,111
2012-01-26,1,12,165
2012-01-26,1,13,173
2012-01-26,1,14,128
2012-01-26,1,15,164
2012-01-26,1,16,224
2012-01-26,1,17,413
2012-01-26,1,18,406
2012-01-26,1,19,313
2012-01-26,1,20,224
2012-01-26,1,21,192
2012-01-26,1,22,142
2012-01-26,1,23,91
2012-01-27,1,0,38
2012-01-27,1,1,29
2012-01-27,1,2,13
2012-01-27,1,3,8
2012-01-27,1,4,4
2012-01-27,1,5,24
2012-01-27,1,6,72
2012-01-27,1,7,134
2012-01-27,1,8,220
2012-01-27,1,9,107
2012-01-27,1,10,126
2012-01-27,1,11,105
2012-01-27,1,12,180
2012-01-27,1,13,201
2012-01-27,1,14,176
2012-01-27,1,15,197
2012-01-27,1,16,267
2012-01-27,1,17,422
2012-01-27,1,18,383
2012-01-27,1,19,251
2012-01-27,1,20,159
2012-01-27,1,21,135
2012-01-27,1,22,119
2012-01-27,1,23,86
2012-01-28,1,0,69
2012-01-28,1,1,58
2012-01-28,1,2,41
2012-01-28,1,3,17
2012-01-28,1,4,8
2012-01-28,1,5,10
2012-01-28,1,6,15
2012-01-28,1,7,31
2012-01-28,1,8,91
2012-01-28,1,9,158
2012-01-28,1,10,191
2012-01-28,1,11,296
2012-01-28,1,12,314
2012-01-28,1,13,373
2012-01-28,1,14,362
2012-01-28,1,15,410
2012-01-28,1,16,407
2012-01-28,1,17,290
2012-01-28,1,18,241
2012-01-28,1,19,206
2012-01-28,1,20,120
2012-01-28,1,21,127
2012-01-28,1,22,103
2012-01-28,1,23,85
2012-01-29,1,0,96
2012-01-29,1,1,73
2012-01-29,1,2,51
2012-01-29,1,3,21
2012-01-29,1,4,5
2012-01-29,1,5,7
2012-01-29,1,6,5
2012-01-29,1,7,12
2012-01-29,1,8,70
2012-01-29,1,9,111
2012-01-29,1,10,191
2012-01-29,1,11,255
2012-01-29,1,12,288
2012-01-29,1,13,316
2012-01-29,1,14,280
2012-01-29,1,15,310
2012-01-29,1,16,322
2012-01-29,1,17,234
2012-01-29,1,18,168
2012-01-29,1,19,159
2012-01-29,1,20,111
2012-01-29,1,21,69
2012-01-29,1,22,64
2012-01-29,1,23,25
2012-01-30,1,0,10
2012-01-30,1,1,9
2012-01-30,1,2,7
2012-01-30,1,3,4
2012-01-30,1,4,5
2012-01-30,1,5,26
2012-01-30,1,6,80
2012-01-30,1,7,225
2012-01-30,1,8,493
2012-01-30,1,9,198
2012-01-30,1,10,85
2012-01-30,1,11,99
2012-01-30,1,12,134
2012-01-30,1,13,132
2012-01-30,1,14,115
2012-01-30,1,15,138
2012-01-30,1,16,221
2012-01-30,1,17,438
2012-01-30,1,18,410
2012-01-30,1,19,306
2012-01-30,1,20,181
2012-01-30,1,21,162
2012-01-30,1,22,94
2012-01-30,1,23,52
2012-01-31,1,0,15
2012-01-31,1,1,8
2012-01-31,1,2,2
2012-01-31,1,3,2
2012-01-31,1,4,1
2012-01-31,1,5,22
2012-01-31,1,6,104
2012-01-31,1,7,279
2012-01-31,1,8,512
2012-01-31,1,9,261
2012-01-31,1,10,144
2012-01-31,1,11,139
2012-01-31,1,12,194
2012-01-31,1,13,198
2012-01-31,1,14,160
2012-01-31,1,15,177
2012-01-31,1,16,307
2012-01-31,1,17,559
2012-01-31,1,18,502
2012-01-31,1,19,328
2012-01-31,1,20,238
2012-01-31,1,21,165
2012-01-31,1,22,129
2012-01-31,1,23,63
2012-02-01,1,0,31
2012-02-01,1,1,4
2012-02-01,1,2,7
2012-02-01,1,3,3
2012-02-01,1,4,1
2012-02-01,1,5,18
2012-02-01,1,6,67
2012-02-01,1,7,208
2012-02-01,1,8,520
2012-02-01,1,9,276
2012-02-01,1,10,133
2012-02-01,1,11,143
2012-02-01,1,12,179
2012-02-01,1,13,186
2012-02-01,1,14,192
2012-02-01,1,15,194
2012-02-01,1,16,283
2012-02-01,1,17,539
2012-02-01,1,18,526
2012-02-01,1,19,335
2012-02-01,1,20,264
2012-02-01,1,21,233
2012-02-01,1,22,140
2012-02-01,1,23,97
2012-02-02,1,0,31
2012-02-02,1,1,17
2012-02-02,1,2,9
2012-02-02,1,3,2
2012-02-02,1,4,1
2012-02-02,1,5,19
2012-02-02,1,6,74
2012-02-02,1,7,205
2012-02-02,1,8,445
2012-02-02,1,9,228
2012-02-02,1,10,78
2012-02-02,1,11,105
2012-02-02,1,12,148
2012-02-02,1,13,137
2012-02-02,1,14,141
2012-02-02,1,15,174
2012-02-02,1,16,229
2012-02-02,1,17,450
2012-02-02,1,18,410
2012-02-02,1,19,327
2012-02-02,1,20,213
2012-02-02,1,21,148
2012-02-02,1,22,109
2012-02-02,1,23,61
2012-02-03,1,0,38
2012-02-03,1,1,22
2012-02-03,1,2,6
2012-02-03,1,3,4
2012-02-03,1,4,2
2012-02-03,1,5,17
2012-02-03,1,6,88
2012-02-03,1,7,226
2012-02-03,1,8,441
2012-02-03,1,9,270
2012-02-03,1,10,129
2012-02-03,1,11,164
2012-02-03,1,12,216
2012-02-03,1,13,198
2012-02-03,1,14,170
2012-02-03,1,15,216
2012-02-03,1,16,311
2012-02-03,1,17,488
2012-02-03,1,18,385
2012-02-03,1,19,267
2012-02-03,1,20,163
2012-02-03,1,21,134
2012-02-03,1,22,119
2012-02-03,1,23,77
2012-02-04,1,0,86
2012-02-04,1,1,43
2012-02-04,1,2,44
2012-02-04,1,3,18
2012-02-04,1,4,6
2012-02-04,1,5,4
2012-02-04,1,6,5
2012-02-04,1,7,28
2012-02-04,1,8,90
2012-02-04,1,9,157
2012-02-04,1,10,224
2012-02-04,1,11,270
2012-02-04,1,12,300
2012-02-04,1,13,302
2012-02-04,1,14,276
2012-02-04,1,15,305
2012-02-04,1,16,143
2012-02-04,1,17,67
2012-02-04,1,18,64
2012-02-04,1,19,80
2012-02-04,1,20,77
2012-02-04,1,21,78
2012-02-04,1,22,95
2012-02-04,1,23,70
2012-02-05,1,0,61
2012-02-05,1,1,51
2012-02-05,1,2,63
2012-02-05,1,3,17
2012-02-05,1,4,9
2012-02-05,1,5,4
2012-02-05,1,6,4
2012-02-05,1,7,16
2012-02-05,1,8,62
2012-02-05,1,9,92
2012-02-05,1,10,148
2012-02-05,1,11,182
2012-02-05,1,12,248
2012-02-05,1,13,274
2012-02-05,1,14,243
2012-02-05,1,15,272
2012-02-05,1,16,296
2012-02-05,1,17,306
2012-02-05,1,18,181
2012-02-05,1,19,69
2012-02-05,1,20,50
2012-02-05,1,21,66
2012-02-05,1,22,191
2012-02-05,1,23,42
2012-02-06,1,0,21
2012-02-06,1,1,6
2012-02-06,1,2,3
2012-02-06,1,4,2
2012-02-06,1,5,17
2012-02-06,1,6,72
2012-02-06,1,7,234
2012-02-06,1,8,444
2012-02-06,1,9,277
2012-02-06,1,10,116
2012-02-06,1,11,116
2012-02-06,1,12,150
2012-02-06,1,13,141
2012-02-06,1,14,140
2012-02-06,1,15,171
2012-02-06,1,16,228
2012-02-06,1,17,430
2012-02-06,1,18,437
2012-02-06,1,19,291
2012-02-06,1,20,201
2012-02-06,1,21,154
2012-02-06,1,22,87
2012-02-06,1,23,46
2012-02-07,1,0,23
2012-02-07,1,1,14
2012-02-07,1,2,4
2012-02-07,1,3,2
2012-02-07,1,4,3
2012-02-07,1,5,15
2012-02-07,1,6,100
2012-02-07,1,7,299
2012-02-07,1,8,529
2012-02-07,1,9,289
2012-02-07,1,10,116
2012-02-07,1,11,129
2012-02-07,1,12,172
2012-02-07,1,13,184
2012-02-07,1,14,138
2012-02-07,1,15,146
2012-02-07,1,16,276
2012-02-07,1,17,509
2012-02-07,1,18,518
2012-02-07,1,19,338
2012-02-07,1,20,212
2012-02-07,1,21,190
2012-02-07,1,22,118
2012-02-07,1,23,51
2012-02-08,1,0,23
2012-02-08,1,1,10
2012-02-08,1,2,1
2012-02-08,1,3,1
2012-02-08,1,4,1
2012-02-08,1,5,20
2012-02-08,1,6,98
2012-02-08,1,7,281
2012-02-08,1,8,508
2012-02-08,1,9,253
2012-02-08,1,10,108
2012-02-08,1,11,102
2012-02-08,1,12,138
2012-02-08,1,13,126
2012-02-08,1,14,108
2012-02-08,1,15,54
2012-02-08,1,16,75
2012-02-08,1,17,155
2012-02-08,1,18,167
2012-02-08,1,19,161
2012-02-08,1,20,125
2012-02-08,1,21,129
2012-02-08,1,22,98
2012-02-08,1,23,60
2012-02-09,1,0,26
2012-02-09,1,1,12
2012-02-09,1,2,2
2012-02-09,1,3,4
2012-02-09,1,4,1
2012-02-09,1,5,18
2012-02-09,1,6,76
2012-02-09,1,7,267
2012-02-09,1,8,484
2012-02-09,1,9,238
2012-02-09,1,10,97
2012-02-09,1,11,99
2012-02-09,1,12,158
2012-02-09,1,13,154
2012-02-09,1,14,144
2012-02-09,1,15,134
2012-02-09,1,16,238
2012-02-09,1,17,399
2012-02-09,1,18,417
2012-02-09,1,19,295
2012-02-09,1,20,199
2012-02-09,1,21,177
2012-02-09,1,22,107
2012-02-09,1,23,84
2012-02-10,1,0,43
2012-02-10,1,1,13
2012-02-10,1,2,16
2012-02-10,1,3,5
2012-02-10,1,4,2
2012-02-10,1,5,17
2012-02-10,1,6,64
2012-02-10,1,7,230
2012-02-10,1,8,448
2012-02-10,1,9,275
2012-02-10,1,10,124
2012-02-10,1,11,153
2012-02-10,1,12,176
2012-02-10,1,13,192
2012-02-10,1,14,146
2012-02-10,1,15,191
2012-02-10,1,16,268
2012-02-10,1,17,396
2012-02-10,1,18,359
2012-02-10,1,19,262
2012-02-10,1,20,151
2012-02-10,1,21,122
2012-02-10,1,22,113
2012-02-10,1,23,65
2012-02-11,1,0,53
2012-02-11,1,1,45
2012-02-11,1,2,26
2012-02-11,1,3,9
2012-02-11,1,4,4
2012-02-11,1,5,2
2012-02-11,1,6,9
2012-02-11,1,7,19
2012-02-11,1,8,78
2012-02-11,1,9,90
2012-02-11,1,10,166
2012-02-11,1,11,183
2012-02-11,1,12,221
2012-02-11,1,13,235
2012-02-11,1,14,243
2012-02-11,1,15,124
2012-02-11,1,16,146
2012-02-11,1,17,144
2012-02-11,1,18,108
2012-02-11,1,19,87
2012-02-11,1,20,63
2012-02-11,1,21,48
2012-02-11,1,22,46
2012-02-11,1,23,20
2012-02-12,1,0,21
2012-02-12,1,1,24
2012-02-12,1,2,27
2012-02-12,1,3,14
2012-02-12,1,4,1
2012-02-12,1,5,3
2012-02-12,1,6,2
2012-02-12,1,7,18
2012-02-12,1,8,26
2012-02-12,1,9,63
2012-02-12,1,10,91
2012-02-12,1,11,124
2012-02-12,1,12,140
2012-02-12,1,13,138
2012-02-12,1,14,111
2012-02-12,1,15,155
2012-02-12,1,16,164
2012-02-12,1,17,87
2012-02-12,1,18,96
2012-02-12,1,19,80
2012-02-12,1,20,57
2012-02-12,1,21,36
2012-02-12,1,22,28
2012-02-12,1,23,23
2012-02-13,1,0,9
2012-02-13,1,1,6
2012-02-13,1,2,4
2012-02-13,1,3,1
2012-02-13,1,4,2
2012-02-13,1,5,17
2012-02-13,1,6,72
2012-02-13,1,7,195
2012-02-13,1,8,417
2012-02-13,1,9,205
2012-02-13,1,10,71
2012-02-13,1,11,90
2012-02-13,1,12,118
2012-02-13,1,13,140
2012-02-13,1,14,135
2012-02-13,1,15,155
2012-02-13,1,16,211
2012-02-13,1,17,407
2012-02-13,1,18,405
2012-02-13,1,19,263
2012-02-13,1,20,214
2012-02-13,1,21,147
2012-02-13,1,22,102
2012-02-13,1,23,36
2012-02-14,1,0,14
2012-02-14,1,1,6
2012-02-14,1,2,3
2012-02-14,1,3,3
2012-02-14,1,4,2
2012-02-14,1,5,22
2012-02-14,1,6,90
2012-02-14,1,7,280
2012-02-14,1,8,513
2012-02-14,1,9,262
2012-02-14,1,10,98
2012-02-14,1,11,112
2012-02-14,1,12,172
2012-02-14,1,13,173
2012-02-14,1,14,124
2012-02-14,1,15,145
2012-02-14,1,16,266
2012-02-14,1,17,523
2012-02-14,1,18,406
2012-02-14,1,19,281
2012-02-14,1,20,184
2012-02-14,1,21,109
2012-02-14,1,22,77
2012-02-14,1,23,57
2012-02-15,1,0,22
2012-02-15,1,1,5
2012-02-15,1,2,4
2012-02-15,1,3,3
2012-02-15,1,4,1
2012-02-15,1,5,25
2012-02-15,1,6,95
2012-02-15,1,7,321
2012-02-15,1,8,515
2012-02-15,1,9,231
2012-02-15,1,10,120
2012-02-15,1,11,138
2012-02-15,1,12,163
2012-02-15,1,13,170
2012-02-15,1,14,134
2012-02-15,1,15,171
2012-02-15,1,16,231
2012-02-15,1,17,487
2012-02-15,1,18,468
2012-02-15,1,19,311
2012-02-15,1,20,211
2012-02-15,1,21,178
2012-02-15,1,22,107
2012-02-15,1,23,58
2012-02-16,1,0,23
2012-02-16,1,1,5
2012-02-16,1,2,7
2012-02-16,1,3,1
2012-02-16,1,4,3
2012-02-16,1,5,20
2012-02-16,1,6,87
2012-02-16,1,7,288
2012-02-16,1,8,498
2012-02-16,1,9,202
2012-02-16,1,10,44
2012-02-16,1,11,71
2012-02-16,1,12,45
2012-02-16,1,13,64
2012-02-16,1,14,31
2012-02-16,1,15,53
2012-02-16,1,16,118
2012-02-16,1,17,289
2012-02-16,1,18,353
2012-02-16,1,19,258
2012-02-16,1,20,216
2012-02-16,1,21,145
2012-02-16,1,22,111
2012-02-16,1,23,73
2012-02-17,1,0,34
2012-02-17,1,1,18
2012-02-17,1,2,12
2012-02-17,1,3,1
2012-02-17,1,4,1
2012-02-17,1,5,16
2012-02-17,1,6,71
2012-02-17,1,7,226
2012-02-17,1,8,520
2012-02-17,1,9,283
2012-02-17,1,10,116
2012-02-17,1,11,142
2012-02-17,1,12,198
2012-02-17,1,13,205
2012-02-17,1,14,170
2012-02-17,1,15,221
2012-02-17,1,16,307
2012-02-17,1,17,465
2012-02-17,1,18,377
2012-02-17,1,19,282
2012-02-17,1,20,171
2012-02-17,1,21,129
2012-02-17,1,22,107
2012-02-17,1,23,82
2012-02-18,1,0,86
2012-02-18,1,1,45
2012-02-18,1,2,45
2012-02-18,1,3,18
2012-02-18,1,4,7
2012-02-18,1,5,1
2012-02-18,1,6,9
2012-02-18,1,7,41
2012-02-18,1,8,102
2012-02-18,1,9,138
2012-02-18,1,10,205
2012-02-18,1,11,286
2012-02-18,1,12,369
2012-02-18,1,13,384
2012-02-18,1,14,427
2012-02-18,1,15,499
2012-02-18,1,16,404
2012-02-18,1,17,364
2012-02-18,1,18,246
2012-02-18,1,19,188
2012-02-18,1,20,148
2012-02-18,1,21,114
2012-02-18,1,22,118
2012-02-18,1,23,74
2012-02-19,1,0,74
2012-02-19,1,1,72
2012-02-19,1,2,48
2012-02-19,1,3,15
2012-02-19,1,4,3
2012-02-19,1,5,2
2012-02-19,1,6,5
2012-02-19,1,7,14
2012-02-19,1,8,56
2012-02-19,1,9,93
2012-02-19,1,10,191
2012-02-19,1,11,226
2012-02-19,1,12,255
2012-02-19,1,13,261
2012-02-19,1,14,237
2012-02-19,1,15,253
2012-02-19,1,16,212
2012-02-19,1,17,157
2012-02-19,1,18,167
2012-02-19,1,19,119
2012-02-19,1,20,103
2012-02-19,1,21,36
2012-02-19,1,22,55
2012-02-19,1,23,35
2012-02-20,1,0,41
2012-02-20,1,1,15
2012-02-20,1,2,20
2012-02-20,1,3,8
2012-02-20,1,5,6
2012-02-20,1,6,10
2012-02-20,1,7,44
2012-02-20,1,8,120
2012-02-20,1,9,110
2012-02-20,1,10,143
2012-02-20,1,11,208
2012-02-20,1,12,281
2012-02-20,1,13,312
2012-02-20,1,14,263
2012-02-20,1,15,289
2012-02-20,1,16,280
2012-02-20,1,17,253
2012-02-20,1,18,242
2012-02-20,1,19,172
2012-02-20,1,20,126
2012-02-20,1,21,98
2012-02-20,1,22,62
2012-02-20,1,23,26
2012-02-21,1,0,12
2012-02-21,1,1,7
2012-02-21,1,2,3
2012-02-21,1,4,2
2012-02-21,1,5,15
2012-02-21,1,6,86
2012-02-21,1,7,279
2012-02-21,1,8,464
2012-02-21,1,9,217
2012-02-21,1,10,85
2012-02-21,1,11,86
2012-02-21,1,12,163
2012-02-21,1,13,131
2012-02-21,1,14,124
2012-02-21,1,15,160
2012-02-21,1,16,254
2012-02-21,1,17,432
2012-02-21,1,18,425
2012-02-21,1,19,304
2012-02-21,1,20,227
2012-02-21,1,21,154
2012-02-21,1,22,100
2012-02-21,1,23,47
2012-02-22,1,0,24
2012-02-22,1,1,7
